LOC,YEAR,YearCode,Harvest,ENT,Entry,Row,Range,Block,Serpentine,treatment,Alfalfa_WinterSurvival,Alfalfa_SpringStandCount,Alfalfa_SpringVigor,Alfalfa_SpringMaturity,SpringDiseaseIncidence,SpringDiseaseSeverity,Alfalfa_SpringHeight,IWG_SpringHeight,Alfalfa_SummerMaturity,Alfalfa_SummerStandCount,Alfalfa_SummerHeight,IWG_SummerHeight,Lodging,SummerDiseaseIncidence,SummerDiseaseSeverity,Alfalfa_Summer_Biomass(g),Weed_SummerBiomass(g),IWG_SummerBiomass(g),Grain_SummerBiomass(g) ,Grain_SummerThreshed(g),SummerPostHarvestStandCount,SummerPostHarvestVigor,Alfalfa_FallStandCount,IWG_FallStandCount,Alfalfa_FallMaturity,Alfalfa_FallHeight,IWG_FallHeight,Alfalfa_FallBiomass(g),Weed_FallBiomass(g),IWG_FallBiomass(g)
NY_MG2,2025,B,Spring,25,UMN #5555,11,3,3,43,intercrop,1.6,90,1,2,10,1,61.2,70.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,9,AVC1,11,4,4,44,intercrop,1,100,5,3,10,1,66.2,71.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,3,IWAF-L-KS1,12,4,4,45,intercrop,1.2,100,5,3,20,1,68,67.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,23,UMN #4353,12,3,3,46,intercrop,1.4,90,4,2,15,1,66.6,76.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,25,UMN #5555,12,2,2,47,intercrop,1,95,4,3,0,0,66.8,76.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,3,IWAF-L-KS1,12,1,1,48,monoculture,1,100,4,3,5,1,78,72.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,24,UMN #5553,13,1,1,49,intercrop,1.2,100,5,3,20,2,72.2,76,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,22,UMN #4352,13,2,2,50,intercrop,1.6,90,2,3,5,1,65.6,75.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,3,IWAF-L-KS1,13,3,3,51,monoculture,1,95,3,2,10,1,67.2,66.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,26,UMN #5560,13,4,4,52,intercrop,1.4,95,2,3,20,1,72.2,67.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,5,IWAF-L-MN1,14,4,4,53,intercrop,1,100,5,3,20,1,73.8,69.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,19,INTALF20,14,3,3,54,intercrop,1.6,90,3,2,0,0,68.2,73.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,2,IWAF-H-Base,14,2,2,55,intercrop,1.2,95,3,3,0,0,69.4,74,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,1,IWAF-L-Base,14,1,1,56,intercrop,1,100,4,3,5,1,74.6,77.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,20,Larry15,15,1,1,57,monoculture,1.2,95,3,2,0,0,74.2,68.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,19,INTALF20,15,2,2,58,intercrop,1.2,100,2,3,0,0,68,76.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,9,AVC1,15,3,3,59,intercrop,1,100,2,2,10,2,67,73.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,27,UMN #5561,15,4,4,60,monoculture,1.4,95,1,3,20,1,65.6,66.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,8,IWAF-H-WI1,16,4,4,61,monoculture,1,95,3,3,5,1,68.8,63.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,3,IWAF-L-KS1,16,3,3,62,intercrop,1,95,2,2,0,0,67,76.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,17,AVC5,16,2,2,63,intercrop,1,100,3,3,5,1,72,83.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,8,IWAF-H-WI1,16,1,1,64,intercrop,1.2,95,4,3,10,1,76.2,78.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,25,UMN #5555,17,1,1,65,intercrop,1.4,90,2,3,5,1,69.4,74.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,8,IWAF-H-WI1,17,2,2,66,intercrop,1.2,100,2,2,0,0,66,77.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,18,AVC14,17,3,3,67,intercrop,1.4,90,2,2,0,0,64.4,76.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,20,Larry15,17,4,4,68,intercrop,1.2,90,1,2,5,1,68.4,75.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,14,AVC9,18,4,4,69,intercrop,1.2,100,4,3,0,0,73.4,74.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,12,AVC7,18,3,3,70,intercrop,1.4,95,2,3,5,2,69.6,76,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,14,AVC9,18,2,2,71,intercrop,1,95,2,2,0,0,69.2,79,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,27,UMN #5561,18,1,1,72,intercrop,1,95,1,2,5,1,69,72,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,22,UMN #4352,19,1,1,73,intercrop,1.2,100,2,2,0,0,65.4,77,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,26,UMN #5560,19,2,2,74,intercrop,1.2,95,2,3,5,1,61.6,79.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,7,IWAF-L-WI1,19,3,3,75,intercrop,2,95,2,2,0,0,65.8,74.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,2,IWAF-H-Base,19,4,4,76,intercrop,1,100,2,3,0,0,67,75.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,15,AVC4,20,4,4,77,intercrop,1.2,100,3,3,0,0,71,73.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,20,Larry15,20,3,3,78,monoculture,1.4,90,1,2,0,0,62.2,56.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,8,IWAF-H-WI1,20,2,2,79,monoculture,1.4,100,1,2,5,1,63.4,64,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,23,UMN #4353,20,1,1,80,intercrop,1.2,95,3,2,5,1,69.2,72.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,7,IWAF-L-WI1,21,1,1,81,intercrop,1,95,1,2,5,1,64.8,74,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,10,AVC6,21,2,2,82,intercrop,1,90,2,2,5,1,60.6,78.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,16,AVC11,21,3,3,83,intercrop,1.4,100,1,2,0,0,62.4,78.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,13,AVC3,21,4,4,84,intercrop,1,95,4,3,0,0,73.2,77.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,7,IWAF-L-WI1,22,4,4,85,intercrop,1.2,95,3,3,0,0,71.8,77,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,20,Larry15,22,3,3,86,intercrop,2,90,1,2,0,0,63.6,79.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,13,AVC3,22,2,2,87,intercrop,1,100,3,2,5,1,63,79.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,15,AVC4,22,1,1,88,intercrop,1,100,5,3,10,1,65.4,74.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,2,IWAF-H-Base,23,1,1,89,intercrop,1,100,4,3,15,1,62.8,76.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,3,IWAF-L-KS1,23,2,2,90,intercrop,1,100,4,3,15,1,65.6,81.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,15,AVC4,23,3,3,91,intercrop,1.8,95,2,2,0,0,61.8,76.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,10,AVC6,23,4,4,92,intercrop,1.2,85,2,2,0,0,62,77.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,18,AVC14,24,4,4,93,intercrop,1.2,100,4,3,0,0,71.4,78.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,17,AVC5,24,3,3,94,intercrop,1.4,100,1,2,5,1,67.2,74,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,28,NY19-45,24,2,2,95,intercrop,1.2,100,4,2,5,2,62.4,76.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,21,IAFAL-C3,24,1,1,96,intercrop,1.6,95,1,2,0,0,63.2,76.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,19,INTALF20,25,1,1,97,intercrop,1,95,4,3,5,1,69,75,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,18,AVC14,25,2,2,98,intercrop,1,100,4,3,5,1,66.6,78.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,6,IWAF-H-MN1,25,3,3,99,intercrop,1.2,100,3,2,5,2,62.4,77,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,17,AVC5,25,4,4,100,intercrop,1.2,95,3,3,5,1,64.6,71.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,26,UMN #5560,26,4,4,101,monoculture,1.2,100,3,3,0,0,73.2,61.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,22,UMN #4352,26,3,3,102,intercrop,1.6,90,2,2,5,1,68.4,80.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,15,AVC4,26,2,2,103,intercrop,1,100,3,2,0,0,67.4,79.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,3,IWAF-L-KS1,26,1,1,104,intercrop,1,100,5,2,0,0,72.2,78.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,13,AVC3,27,1,1,105,intercrop,1,95,4,3,10,1,70,77.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,1,IWAF-L-Base,27,2,2,106,intercrop,1,100,2,2,5,1,64,78,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,11,AVC2,27,3,3,107,intercrop,1.2,95,2,3,0,0,70,75.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,16,AVC11,27,4,4,108,intercrop,1.2,90,2,2,0,0,64.8,73.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,28,NY19-45,28,4,4,109,intercrop,1.6,95,2,2,5,1,61.4,65.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,24,UMN #5553,28,3,3,110,intercrop,1,100,5,3,10,1,68.8,79,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,16,AVC11,28,2,2,111,intercrop,1,95,3,2,0,0,62,78,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,20,Larry15,28,1,1,112,intercrop,1.4,95,2,2,0,0,66,76.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,11,AVC2,29,1,1,113,intercrop,1.2,100,5,2,15,1,71,78.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,20,Larry15,29,2,2,114,intercrop,1.2,95,3,3,0,0,63.8,75,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,6,IWAF-H-MN1,29,3,3,115,monoculture,1,95,4,3,15,1,62,64.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,12,AVC7,29,4,4,116,intercrop,1.6,95,3,3,5,1,66,75.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,11,AVC2,30,4,4,117,intercrop,1,100,3,2,0,0,65.2,77,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,29,NY1713,30,3,3,118,intercrop,1,100,2,2,5,1,76,81.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,21,IAFAL-C3,30,2,2,119,intercrop,1.6,90,1,2,0,0,59.6,75.4,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,12,AVC7,30,1,1,120,intercrop,1.4,95,4,2,5,1,69.2,74.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,5,IWAF-L-MN1,31,1,1,121,intercrop,1,100,5,3,10,1,65.8,75.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,7,IWAF-L-WI1,31,2,2,122,intercrop,1,95,3,2,0,0,66,73.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,14,AVC9,31,3,3,123,intercrop,1,100,5,2,5,1,60.8,80,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,23,UMN #4353,31,4,4,124,intercrop,1.6,90,4,3,5,1,65.8,76.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,25,UMN #5555,32,4,4,125,intercrop,1.6,95,3,3,0,0,69,76.2,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,1,IWAF-L-Base,32,3,3,126,intercrop,1,100,4,3,0,0,74,82.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,12,AVC7,32,2,2,127,intercrop,1.2,100,4,3,5,1,72.4,76.6,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Spring,10,AVC6,32,1,1,128,intercrop,1,85,4,3,5,1,73.8,74.8,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2025,B,Summer,7,IWAF-L-WI1,1,1,1,1,monoculture,,,,,,,,,6,100,46,47.6666667,1,0,0,159,65.6,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,11,AVC2,1,2,2,2,intercrop,,,,,,,,,6,9,50.6666667,113.333333,4,0,0,47.9,22.8,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,13,AVC3,1,3,3,3,intercrop,,,,,,,,,6,100,40,141.666667,6,5,1,53.7,28.5,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,29,NY1713,1,4,4,4,intercrop,,,,,,,,,6,100,43.3333333,140.666667,5,10,2,20.5,34.9,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,19,INTALF20,2,4,4,5,intercrop,,,,,,,,,6,9,50,138.333333,7,0,0,32.6,27,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,26,UMN #5560,2,3,3,6,intercrop,,,,,,,,,7,9,46.6666667,132.333333,7,0,0,36.5,6.2,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,5,IWAF-L-MN1,2,2,2,7,intercrop,,,,,,,,,6,100,61.6666667,127,4,0,0,91.8,13.2,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,18,AVC14,2,1,1,8,intercrop,,,,,,,,,6,100,55,133.666667,4,0,0,80.1,37,,,,9,4,,,,,,,,
NY_MG2,2025,B,Summer,6,IWAF-H-MN1,3,1,1,9,intercrop,,,,,,,,,8,100,58.3333333,116.666667,4,5,2,156.2,26.1,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,26,UMN #5560,3,2,2,10,monoculture,,,,,,,,,6,100,44,55,2,0,0,79.7,17.8,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,27,UMN #5561,3,3,3,11,intercrop,,,,,,,,,6,100,44,78.3333333,5,15,1,47.2,21.3,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,21,IAFAL-C3,3,4,4,12,intercrop,,,,,,,,,6,100,41.3333333,126.666667,6,0,0,36,8.6,,,,8,1,,,,,,,,
NY_MG2,2025,B,Summer,22,UMN #4352,4,4,4,13,intercrop,,,,,,,,,6,100,40,123.333333,3,20,2,19.6,18.7,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,7,IWAF-L-WI1,4,3,3,14,monoculture,,,,,,,,,6,8,38,36,7,0,0,15.5,23.1,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,29,NY1713,4,2,2,15,intercrop,,,,,,,,,8,7,57,136.666667,1,0,0,16.7,4.9,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,9,AVC1,4,1,1,16,intercrop,,,,,,,,,6,100,51.6666667,108.333333,1,15,1,77.9,6.1,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,16,AVC11,5,1,1,17,intercrop,,,,,,,,,6,100,52.6666667,125,1,0,0,56.4,22.1,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,27,UMN #5561,5,2,2,18,intercrop,,,,,,,,,6,7,44,76.6666667,2,0,0,48.2,1,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,8,IWAF-H-WI1,5,3,3,19,intercrop,,,,,,,,,6,9,43,86.6666667,7,0,0,10.9,3.2,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,24,UMN #5553,5,4,4,20,intercrop,,,,,,,,,6,100,52,130,5,5,3,43,9.4,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,6,IWAF-H-MN1,6,4,4,21,intercrop,,,,,,,,,6,100,50.6666667,121.666667,3,5,1,84.1,8.9,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,28,NY19-45,6,3,3,22,intercrop,,,,,,,,,6,9,39.6666667,103.333333,7,0,0,61.1,4.4,,,,100,1,,,,,,,,
NY_MG2,2025,B,Summer,9,AVC1,6,2,2,23,intercrop,,,,,,,,,7,100,56.3333333,95,4,5,1,65.9,2.3,141.5,50.7,13.96,100,3,,,,,,,,
NY_MG2,2025,B,Summer,6,IWAF-H-MN1,6,1,1,24,monoculture,,,,,,,,,8,100,55.3333333,60,1,20,1,73.1,79.2,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,17,AVC5,7,1,1,25,intercrop,,,,,,,,,6,100,49.3333333,126.666667,6,5,1,75.2,8.6,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,27,UMN #5561,7,2,2,26,monoculture,,,,,,,,,6,9,50,50,1,0,0,67.7,27.3,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,10,AVC6,7,3,3,27,intercrop,,,,,,,,,7,8,42.6666667,101.666667,6,0,0,33,22.3,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,27,UMN #5561,7,4,4,28,intercrop,,,,,,,,,6,9,53.6666667,115,7,5,1,15.5,37.1,189.7,47.4,26.9,9,1,,,,,,,,
NY_MG2,2025,B,Summer,8,IWAF-H-WI1,8,4,4,29,intercrop,,,,,,,,,8,100,43.3333333,136.666667,6,20,2,28,18.6,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,21,IAFAL-C3,8,3,3,30,intercrop,,,,,,,,,6,100,36,95,3,0,0,34.5,1.3,,,,9,1,,,,,,,,
NY_MG2,2025,B,Summer,5,IWAF-L-MN1,8,2,2,31,monoculture,,,,,,,,,6,100,43,47,4,0,0,29.5,7,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,26,UMN #5560,8,1,1,32,intercrop,,,,,,,,,6,9,51,131.666667,3,5,1,179.4,13.3,210.5,39.9,22.28,100,5,,,,,,,,
NY_MG2,2025,B,Summer,28,NY19-45,9,1,1,33,intercrop,,,,,,,,,6,100,52.6666667,103.333333,5,0,0,95.7,10.4,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,23,UMN #4353,9,2,2,34,intercrop,,,,,,,,,6,9,51,118.333333,1,10,1,102.4,2.9,264.1,60,32.82,100,4,,,,,,,,
NY_MG2,2025,B,Summer,2,IWAF-H-Base,9,3,3,35,intercrop,,,,,,,,,6,100,48.3333333,95,6,0,0,48.1,15.9,139.2,24.2,13.62,100,3,,,,,,,,
NY_MG2,2025,B,Summer,5,IWAF-L-MN1,9,4,4,36,monoculture,,,,,,,,,7,9,43,45,4,5,1,65.5,27.5,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,1,IWAF-L-Base,10,4,4,37,intercrop,,,,,,,,,7,100,47.3333333,235,1,15,1,105.8,5.1,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,5,IWAF-L-MN1,10,3,3,38,intercrop,,,,,,,,,6,100,44.6666667,95,5,5,1,114.6,13.4,200.7,68.6,36.31,9,3,,,,,,,,
NY_MG2,2025,B,Summer,24,UMN #5553,10,2,2,39,intercrop,,,,,,,,,6,100,56.3333333,115,2,10,1,168.4,0,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,14,AVC9,10,1,1,40,intercrop,,,,,,,,,6,100,65.6666667,120,2,0,0,305.2,7.3,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,29,NY1713,11,1,1,41,intercrop,,,,,,,,,6,100,50,218.333333,1,0,0,93.6,20.4,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,6,IWAF-H-MN1,11,2,2,42,intercrop,,,,,,,,,6,100,50.3333333,211.666667,2,0,0,151.4,0,196.5,37.6,21.71,100,4,,,,,,,,
NY_MG2,2025,B,Summer,25,UMN #5555,11,3,3,43,intercrop,,,,,,,,,6,9,40.3333333,98.3333333,5,5,1,91.6,17.8,,,,8,3,,,,,,,,
NY_MG2,2025,B,Summer,9,AVC1,11,4,4,44,intercrop,,,,,,,,,6,9,48.6666667,123.333333,4,5,2,82.2,1.3,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,3,IWAF-L-KS1,12,4,4,45,intercrop,,,,,,,,,6,9,48.6666667,121.666667,1,10,1,51.6,12.1,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,23,UMN #4353,12,3,3,46,intercrop,,,,,,,,,5,9,43.6666667,103.333333,3,13,2,25.5,8.5,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,25,UMN #5555,12,2,2,47,intercrop,,,,,,,,,6,100,54,98.3333333,6,0,0,83.9,9.6,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,3,IWAF-L-KS1,12,1,1,48,monoculture,,,,,,,,,6,100,51.3333333,63.3333333,1,5,1,160.6,11,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,24,UMN #5553,13,1,1,49,intercrop,,,,,,,,,7,9,48.3333333,120,2,10,1,128.4,6.3,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,22,UMN #4352,13,2,2,50,intercrop,,,,,,,,,6,9,50.3333333,118.333333,4,5,1,63.8,5.6,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,3,IWAF-L-KS1,13,3,3,51,monoculture,,,,,,,,,6,8,43.3333333,35.6666667,4,5,1,74.6,0.6,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,26,UMN #5560,13,4,4,52,intercrop,,,,,,,,,6,100,46.3333333,115,4,15,1,42.9,11.3,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,5,IWAF-L-MN1,14,4,4,53,intercrop,,,,,,,,,8,9,52.3333333,133.333333,1,0,0,141.8,8.3,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,19,INTALF20,14,3,3,54,intercrop,,,,,,,,,7,100,48,113.333333,4,0,0,104.1,3.2,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,2,IWAF-H-Base,14,2,2,55,intercrop,,,,,,,,,6,9,57,116.666667,7,0,0,99.1,2,,,,9,4,,,,,,,,
NY_MG2,2025,B,Summer,1,IWAF-L-Base,14,1,1,56,intercrop,,,,,,,,,8,100,52.3333333,123.333333,2,10,1,247.2,1.2,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,20,Larry15,15,1,1,57,monoculture,,,,,,,,,6,100,46,57.3333333,2,0,0,236.1,16.7,,,,8,1,,,,,,,,
NY_MG2,2025,B,Summer,19,INTALF20,15,2,2,58,intercrop,,,,,,,,,6,100,69,125,1,0,0,52.9,4.9,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,9,AVC1,15,3,3,59,intercrop,,,,,,,,,7,100,53,91.6666667,3,20,1,110.3,10.7,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,27,UMN #5561,15,4,4,60,monoculture,,,,,,,,,6,100,49.6666667,55,0,10,1,58.9,26.3,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,8,IWAF-H-WI1,16,4,4,61,monoculture,,,,,,,,,7,100,49.3333333,46.6666667,0,5,2,35.8,51.6,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,3,IWAF-L-KS1,16,3,3,62,intercrop,,,,,,,,,6,8,43,73.3333333,5,15,2,76.4,0,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,17,AVC5,16,2,2,63,intercrop,,,,,,,,,6,100,55.6666667,88.3333333,2,0,0,114.1,8.4,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,8,IWAF-H-WI1,16,1,1,64,intercrop,,,,,,,,,8,9,54,101.666667,2,0,0,176,18.6,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,25,UMN #5555,17,1,1,65,intercrop,,,,,,,,,8,9,51.6666667,113.333333,4,10,2,122,0,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,8,IWAF-H-WI1,17,2,2,66,intercrop,,,,,,,,,6,100,53.6666667,65,7,0,0,32.9,2.4,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,18,AVC14,17,3,3,67,intercrop,,,,,,,,,6,100,54.6666667,90,8,0,0,60.7,2,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,20,Larry15,17,4,4,68,intercrop,,,,,,,,,6,100,50.6666667,138.333333,1,0,0,62,20.3,,,,8,1,,,,,,,,
NY_MG2,2025,B,Summer,14,AVC9,18,4,4,69,intercrop,,,,,,,,,6,100,44.3333333,125,2,0,0,28.1,19.6,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,12,AVC7,18,3,3,70,intercrop,,,,,,,,,6,100,54.3333333,96.6666667,3,5,1,94.3,4.5,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,14,AVC9,18,2,2,71,intercrop,,,,,,,,,6,100,60.6666667,98.3333333,5,15,1,97.6,14.8,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,27,UMN #5561,18,1,1,72,intercrop,,,,,,,,,6,100,48,103.333333,4,5,1,143.3,30,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,22,UMN #4352,19,1,1,73,intercrop,,,,,,,,,6,100,46,70,7,0,0,52.9,0.3,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,26,UMN #5560,19,2,2,74,intercrop,,,,,,,,,8,9,48.3333333,200,7,10,1,52.2,21.2,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,7,IWAF-L-WI1,19,3,3,75,intercrop,,,,,,,,,7,100,45.3333333,91.6666667,8,0,0,76.3,0.5,,,,9,3,,,,,,,,
